Id,Predicted
1,-4.052341578521489
2,-3.5034419858839407
3,-4844.987270000001
4,-1.5401374628487028
5,-1.0585954901528591
6,0.7492048402970598
7,0.9422284645295237
8,4.4219290548694445
9,4908.023800000004
10,-2.551344945898572
11,0.8168928087161127
12,0.7321074040973395
13,-1453.6832700000032
14,3.1461622046228657
15,-7326.853501666672
16,-0.6527266840249314
17,-347.7267000000001
18,0.31211789460891376
19,-2853.9231699999887
20,-9157.990785666658
21,-3603.75854
22,-7673.593323333364
23,0.7175651740394774
24,-2.721069586872261
25,-1.6194742384730174
26,0.9348804580622302
27,0.7175651740394774
28,-4.329720762941442
29,-2501.334424000003
30,-0.8702738306864952
31,-25328.487566666645
32,-4.341368277124567
33,-4.175686209251542
34,0.4259805376612162
35,-0.30390485422544056
36,-4.175686209251542
37,1.0874159490602278
38,4.749896162275894
39,2.9135773192362104
40,-2073.634016666673
41,4.325764988998422
42,-7606.46763666666
43,-1.5401374628487028
44,-1975.5333600000015
45,0.35721872122063847
46,-6625.044033999944
47,-0.35123774626084675
48,-7485.042330000032
49,-0.19912493630666078
50,-5938.282937999978
51,-3.4322148432700446
52,-1.614352504842713
53,1.200514375233755
54,1.0874159490602278
55,-0.7998603892970932
56,-8891.598090000009
57,139.25038757424784
58,3.0094115119586804
59,-4.9121587170401675
60,0.11435108907069207
61,-8687.898057999999
62,14.53572914368367
63,1.1961027419023076
64,-2072.4739485714226
65,3162.719330000003
66,2.4893562172298425
67,-3.355177808338185
68,1.437286934443531
69,1.4789449149751932
70,-29782.575322499946
71,-7533.766493333356
72,-2.332459079505427
73,-0.47887315314757617
74,1.5035771641849793
75,-0.49232924813329304
76,-1.5810678494181236
77,0.4015306749492037
78,645.005018180321
79,-1.6179611599477504
80,-3.507410844634652
81,-0.39292495845193737
82,0.4796357537252123
83,-1.0611614566916499
84,-2.0202659065656525
85,1.6513990698037817
86,-23163.88153928577
87,1.107799031809502
88,-0.17880664488756284
89,-2.1027177763183085
90,-3.765142081090987
91,1405.6265299999995
92,-25169.919054285787
93,1.4681883599359347
94,-5079.692979999988
95,-1.1190874734350833
96,3.06511999321261
97,-1106.6165583333366
98,0.029424457302395148
99,-3.4129121955572597
100,-0.4042323336827586
101,-1.5697428538729832
102,-577.1987680000009
103,2.884796758884664
104,0.4528443024867949
105,1.1669698677064282
106,0.2563627578491276
107,-10729.306535857128
108,0.6077741981794407
109,0.9825026825917016
110,-1501.2547919523759
111,0.658233575128479
112,-6.07126340702893
113,-5.942047780602743
114,0.10221706536175253
115,-0.9021688596325708
116,7.2612323050861605
117,-4.202257437926401
118,1.8570946052859534
119,-4928.633259999979
120,0.5641989346903232
121,-4925.763610000012
122,-22566.017318333455
123,-0.4052836833495787
