Id,Predicted
1,-3048.469103131175
2,-4344.514926031478
3,-156.5453429256611
4,-6128.443431255078
5,-704.0627685225453
6,-310.45885093903246
7,-890.9076206901836
8,-4815.470200180968
9,-4370.027262908629
10,-1379.318930244131
11,-736.8395195613659
12,-900.8753826329616
13,-3407.6313991016177
14,-3836.3041834321484
15,-2005.2733773449181
16,-3384.330481477684
17,-2218.8743284849006
18,-8353.273962920955
19,-850.5036549299011
20,-839.6419468953438
21,-3363.036315792307
22,-1081.7074710013994
23,-2076.7313664069347
24,-5516.4094656861525
25,-1639.977998887154
26,-3280.7849064500265
27,-6150.567692310138
28,-1836.6992159238052
29,-1633.1152497981461
30,-4397.689651244485
31,-15404.245795805346
32,-9710.046456318985
33,-4077.164760713889
34,-3485.1888254686187
35,-21.05978846815222
36,-3618.4580921933684
37,-1047.6573299046252
38,-1931.1919956740933
39,-926.3102930421998
40,-332.68108459500996
41,-1687.039332745677
42,-4015.050257768847
43,-3309.19046952338
44,-2576.8284083076696
45,-9412.34345072083
46,-1939.2651742357864
47,-8802.452094451119
48,-1146.06276316267
49,-4397.39397595405
50,-3708.7141604739527
51,-379.4758504079208
52,-1944.580406116095
53,-2294.6874027550707
54,-1391.8208551714715
55,-4525.452869020293
56,-6682.212329400073
57,-966.2307544113492
58,-3475.186117190222
59,-2285.5149994373082
60,-4881.038214204417
61,-5065.079216481285
62,-11149.467372033329
63,-1665.7027479962019
64,-750.7978912414477
65,-10634.736138519569
66,-6200.6562815865345
67,-2054.956254818436
68,-1319.2795461585777
69,-13100.958329454266
70,-14074.285553386268
71,-2918.4925549229615
72,-59.19837240849962
73,-2938.8905359292044
74,-2378.0874727071227
75,-1073.9276977512077
76,-1790.8506020073573
77,-2209.9050165034173
78,-1876.8430417321858
79,-2053.7799707065597
80,-5352.592711806361
81,-1543.3038223012707
82,-5629.426479409428
83,-4212.43699991234
84,-3150.471119394373
85,-3726.7000994275572
86,-12599.051123804793
87,-5814.192404343481
88,-1551.4449547590586
89,-878.0371107742836
90,-6822.928108572371
91,-3924.2329935786706
92,-11740.410925403077
93,-1245.7230373253149
94,-4191.986965208884
95,-1593.5364094079287
96,-967.5118900511773
97,-1577.1819983396297
98,-872.8415696134043
99,-681.9847475777962
100,-5808.81306962884
101,-2227.424324125763
102,-200.79259454628271
103,-7685.074725849313
104,-1945.1971149555031
105,-258.61051697417633
106,-3380.410788687663
107,-5297.705878408149
108,-3894.4013929436255
109,-5145.7491570999855
110,-2993.65122558524
111,-238.99043790588252
112,-4687.1024676360175
113,-596.8463912491359
114,-1206.9928290571306
115,-3286.5647823737336
116,-8953.622893654854
117,-1338.3429354066982
118,-21745.12346479811
119,-772.6364678337472
120,-2555.288545051551
121,-2278.583984081145
122,-803.4104988968805
123,-51.098686478433706
124,-8048.542171164351
125,-2793.8376580121876
126,-585.1981322051287
127,-1780.188145226609
128,-8035.066055368043
129,-1932.8196837755506
130,-4484.153017395345
131,-5669.525465390152
132,-3263.8639314501083
133,-636.3208776347562
134,-1432.2544534166693
135,-54.30624801373235
136,-4146.703686280664
137,-1486.294321589825
138,-6002.795423772593
139,-3829.3009915311145
140,-1696.578524749577
141,-6094.100410190082
142,-1369.7631534900202
143,-1176.8684707344644
144,-3052.513948780664
145,-10051.041796224412
146,-380.72784114410564
147,-1709.2894159817718
148,-850.9591224098326
149,-3846.242749734324
150,-7291.966933854367
151,-10702.312382575794
152,-5212.884853455111
153,-1983.3822103479317
154,-568.2488274723805
155,-2487.7241462059687
156,-4954.631424072065
157,-4029.9590982325763
158,-2286.987739575282
159,-673.1006377873719
160,-2544.026641718546
161,-3748.703358414491
162,-1972.5358558804244
163,-1950.7526223505076
164,-2852.589535030772
165,-4205.9921379453235
166,-3975.2243746322765
167,-1652.55253906426
168,-2411.7284883957327
169,-369.91908796840687
170,-3895.39234800916
171,-540.6633517576703
172,-2356.364710597992
173,-2793.3311052131307
174,-4125.084606900714
175,-1446.4564379161154
176,-2551.603410934784
177,-387.4694711197661
178,-4210.5315004501535
179,-3293.589913255141
180,-2830.0114725223325
181,-609.366160145516
182,-1939.3962553018625
183,-1081.661973622829
184,-5163.49004778615
185,-2111.350995189018
186,-1090.5392430229172
187,-688.2443204877239
188,-6376.921409916859
189,-3359.2264594292947
190,-111.34433609693264
191,-4788.842295740878
192,-1866.2982934180643
193,-616.7986580932392
194,-1184.3988859950607
195,-706.6094608288801
196,-2679.4239497610747
197,-2174.60851144615
198,-855.1675265447502
199,-1897.157047566344
200,-1567.0856768162448
201,-4117.36915946314
202,-3723.5580742982766
203,-5069.663628454944
204,-3020.9950809547013
205,-2090.139613459531
206,-11093.354048785448
207,-5237.92273023785
208,-7857.999831217618
209,-6967.545504219973
210,-6948.599685689282
211,-5398.98666182978
212,-669.6361264486553
213,-9434.356701619068
214,-6009.814519836587
215,-6388.02799854583
216,-2322.2668156425993
217,-5126.265180223649
218,-1440.0783489745618
219,-4161.197329282084
220,-8171.932390170387
221,-1870.112088068923
222,-6853.530641696211
223,-13761.183979155177
224,-7398.278078602918
225,-1194.2633013420134
226,-193.54994476700665
227,-740.0718352022044
228,-2691.793300894264
229,-142.15597260807868
230,-8320.914088213516
231,-243.1955141579519
232,-3900.601177034644
233,-3062.066031555045
234,-1348.3281706506489
235,-711.4906584595171
236,-5101.5434828559855
237,-2906.9189077315923
238,-3667.8616904119303
239,-1519.5266734228928
240,-4037.515897396912
241,-6894.657982268712
242,-1613.6068768568457
243,-4507.405682518234
244,-1810.3137647223361
245,-345.94680012509394
246,-4553.6896910617825
247,-2468.949899925853
248,-2928.1861967088134
249,-137.79568698754971
250,-2947.808838691609
251,-1121.5151077427026
252,-2063.1126758922996
253,-2546.205262427206
254,-370.81424570579657
255,-2752.6460752753783
256,-5180.178728099621
257,-4475.77284040599
258,-6143.623372501932
259,-1224.4814263673695
260,-5346.927707165027
261,-2099.3832075585824
262,-1579.5444825104494
263,-5513.964853154787
264,-6570.534999668747
265,-3215.0286279300385
266,-1920.2874076612914
267,-5123.180543793053
268,-1478.3058809867284
269,-1605.997442278786
270,-1895.8162237035333
271,-45.252503655751575
272,-1203.9928739273223
273,-1157.1614659428672
274,-1326.1549309552825
275,-375.9855719951026
276,-687.9981041920522
277,-99.27695864522171
278,-1449.2708566706915
279,-289.97422345448626
280,-3261.4371662700437
281,-752.171235112773
282,-5182.2322618979315
283,-1550.0430644759563
284,-1437.2589037884434
285,-3259.816928227652
286,-2293.678253902267
287,-3211.5833191450242
288,-4429.2742391599795
289,-2680.952838847883
290,-10927.487069817575
291,-5100.147042133957
292,-506.48686425313326
293,-527.1027412837784
294,-1015.0838736056462
295,-984.4539279217461
296,-5016.155712593265
297,-1786.5516652165484
298,-2079.198557566772
299,-384.8900053029003
300,-1105.1632958903638
301,-5851.01434425287
302,-2642.148333621935
303,-954.1004907801254
304,-6110.424108180875
305,-2671.7707058352185
306,-2489.485481143654
307,-1861.9542085059177
308,-2300.1995307595257
309,-516.8990190081709
310,-11590.420485290435
311,-3678.5368862383
312,-14.42592303619345
313,-3437.087939752388
314,-4067.1968634288073
315,-1348.0239389561389
316,-938.0343519193038
317,-2638.163688609635
318,-2077.385407540394
319,-3206.570384339553
320,-1080.4234218641977
321,-3341.0449454327845
322,-6509.687154966061
323,-6239.718083909794
324,-2939.5911769769514
325,-1982.0024888978294
326,-294.9974374686425
327,-2904.858558565807
328,-1403.5198484495552
329,-2336.4251287165507
330,-4851.231397833793
331,-1425.0347633673814
332,-1116.3401111234714
333,-1913.316822025026
334,-5440.476638524668
335,-3205.0132127471975
336,-1533.4140137900056
337,-1781.4602497765218
338,-944.8305890314747
339,-3748.866713265149
340,-1132.710967864036
341,1347.3751975530156
342,-1389.726487416853
343,-1337.4748153424293
344,-3071.7047180586483
345,-1832.6750062906526
346,-3794.7894411897337
347,-4359.224592540941
348,-2825.5215119478917
349,-2583.7944864632445
350,-1090.5412648446404
351,-1921.7143304433032
352,-8863.631943686265
353,-3965.123348684234
354,-2139.2470041172714
355,-776.3850431437628
356,-2306.131641245569
357,-2542.9767196807406
358,-1169.4609067026574
359,-198.593768454209
360,-3110.553589754736
361,-726.3332959481504
362,-1012.0806557296333
363,-5181.688458295382
364,-1856.8129514786208
365,-1652.4960312686583
366,-3609.6133815575654
367,-510.0997135334105
368,-2409.1684055533105
369,-3685.2766240823594
370,-1722.0332683784288
371,-1737.7914792502404
372,-924.526428196214
373,-440.5424662296594
374,-944.8944439921236
375,-459.2196415840256
376,-1879.1924333397242
377,-1399.480282710636
378,-1123.978075846142
379,-484.8823598437931
