Id,Predicted
1,92.82767498878434
2,69.27789829200026
3,-3105.5017870779116
4,69.27789829200026
5,69.27789829200026
6,69.27789829200026
7,69.27789829200026
8,92.82767498878434
9,-951.5054528006281
10,69.27789829200026
11,69.27789829200026
12,69.27789829200026
13,-1695.8418998568109
14,69.27789829200026
15,-7883.408389710236
16,69.27789829200026
17,-388.59824816530397
18,69.27789829200026
19,-2690.183212851287
20,-9521.514579281244
21,-3309.396145143127
22,-7851.512856271019
23,92.82767498878434
24,69.27789829200026
25,69.27789829200026
26,69.27789829200026
27,92.82767498878434
28,69.27789829200026
29,-2142.1301348930333
30,69.27789829200026
31,-25598.03286356796
32,69.27789829200026
33,69.27789829200026
34,69.27789829200026
35,69.27789829200026
36,69.27789829200026
37,69.27789829200026
38,92.82767498878434
39,69.27789829200026
40,-1401.3261105360516
41,69.27789829200026
42,-7929.515660263459
43,69.27789829200026
44,-1378.2581543894453
45,69.27789829200026
46,-7023.212159545398
47,69.27789829200026
48,-7978.228069490033
49,69.27789829200026
50,-5737.342583057168
51,92.82767498878434
52,92.82767498878434
53,69.27789829200026
54,69.27789829200026
55,92.82767498878434
56,-7306.383966374987
57,-67.5623555962826
58,92.82767498878434
59,92.82767498878434
60,92.82767498878434
61,-8785.837563755502
62,92.82767498878434
63,92.82767498878434
64,-1349.664075519081
65,-1003.6042889332118
66,69.27789829200026
67,69.27789829200026
68,69.27789829200026
69,69.27789829200026
70,-32458.427650587244
71,-6945.911860540876
72,69.27789829200026
73,69.27789829200026
74,69.27789829200026
75,69.27789829200026
76,69.27789829200026
77,92.82767498878434
78,10.000618123828758
79,69.27789829200026
80,92.82767498878434
81,69.27789829200026
82,69.27789829200026
83,69.27789829200026
84,92.82767498878434
85,92.82767498878434
86,-21649.522124706364
87,92.82767498878434
88,69.27789829200026
89,69.27789829200026
90,69.27789829200026
91,-307.43317130921537
92,-23290.761886037406
93,69.27789829200026
94,-2591.1783219475715
95,92.82767498878434
96,92.82767498878434
97,-443.2570024268507
98,69.27789829200026
99,69.27789829200026
100,92.82767498878434
101,69.27789829200026
102,-210.6003093055862
103,69.27789829200026
104,69.27789829200026
105,69.27789829200026
106,69.27789829200026
107,-9674.007725013222
108,92.82767498878434
109,69.27789829200026
110,-2077.63507477598
111,69.27789829200026
112,92.82767498878434
113,69.27789829200026
114,69.27789829200026
115,69.27789829200026
116,69.27789829200026
117,69.27789829200026
118,69.27789829200026
119,-5156.168954367469
120,69.27789829200026
121,-4295.023720546216
122,-24533.589192428208
123,69.27789829200026
124,-8784.028841695022
125,69.27789829200026
126,69.27789829200026
127,-386.146438116108
128,-8272.108090494132
129,-2343.592847548584
130,69.27789829200026
131,-12142.72590338675
132,-55.72722801806111
133,-1548.4897285908708
134,-13.255630684569837
135,-450.1463655478975
136,-7518.927792358462
137,69.27789829200026
138,92.82767498878434
139,-8329.805294917782
140,69.27789829200026
141,92.82767498878434
142,-1269.8180527421914
143,69.27789829200026
144,-2736.448503172975
145,92.82767498878434
146,92.82767498878434
147,-7554.959648596162
148,-1827.9930897615754
149,69.27789829200026
150,-22726.77349672278
151,-503.8503656485175
152,69.27789829200026
153,69.27789829200026
154,-1304.2540410088877
155,69.27789829200026
156,92.82767498878434
157,-16237.580159677475
158,69.11675809665383
159,69.27789829200026
160,92.82767498878434
161,-2349.984494969554
162,-8486.118476647584
163,69.27789829200026
164,69.27789829200026
165,-11606.216619344888
166,69.27789829200026
167,69.27789829200026
168,-993.104208911343
169,69.27789829200026
170,92.82767498878434
171,69.27789829200026
172,69.27789829200026
173,-4906.345168768236
174,69.27789829200026
175,69.27789829200026
176,69.27789829200026
177,69.27789829200026
178,-5844.052979008876
179,69.27789829200026
180,-1309.9221222593433
181,69.27789829200026
182,69.27789829200026
183,92.82767498878434
184,69.27789829200026
185,69.27789829200026
186,-204.62076851826538
187,69.27789829200026
188,69.27789829200026
189,69.27789829200026
190,69.27789829200026
191,-6621.359641135401
192,69.27789829200026
193,-1009.3248901361289
194,69.27789829200026
195,-1439.6775073995161
196,-5192.38329199743
197,69.27789829200026
198,69.27789829200026
199,-3611.635058897298
200,-1237.5119583416072
201,92.82767498878434
202,69.27789829200026
203,-36890.34306917082
204,92.82767498878434
205,-10590.060133724628
206,69.27789829200026
207,69.27789829200026
208,69.27789829200026
209,69.27789829200026
210,69.27789829200026
211,69.27789829200026
212,69.27789829200026
213,-28172.34906943738
214,-6323.415085493846
215,92.82767498878434
216,69.27789829200026
217,69.27789829200026
218,69.27789829200026
219,92.82767498878434
220,69.27789829200026
221,69.27789829200026
222,-14006.19065331848
223,-28487.588144847035
224,69.27789829200026
225,69.27789829200026
226,69.27789829200026
227,69.27789829200026
228,1187.1768922483966
229,69.27789829200026
230,92.82767498878434
231,69.27789829200026
232,-2951.226182765731
233,92.82767498878434
234,69.27789829200026
235,-4511.8080914907805
236,-9767.405374914097
237,69.27789829200026
238,-4861.013192857447
239,69.27789829200026
240,69.27789829200026
241,69.27789829200026
242,-3366.8222657304964
243,-16449.906611834733
244,-274.26308186711196
245,69.27789829200026
246,69.27789829200026
247,69.27789829200026
248,-123.51271050053003
249,69.27789829200026
250,-1357.5039378145907
251,-129.4649814086385
252,92.82767498878434
253,-5128.3299032069735
254,-1165.2583928416384
255,69.27789829200026
256,-6119.099559995534
257,69.27789829200026
258,69.27789829200026
259,69.27789829200026
260,69.27789829200026
261,-3848.0862203993465
262,69.27789829200026
263,69.27789829200026
264,69.27789829200026
265,-9788.673827568762
266,-9243.483668787218
267,-8675.37985422341
268,69.27789829200026
269,92.82767498878434
270,-10002.239378718232
271,92.82767498878434
272,-1032.3358099517588
273,-10.280734770479796
274,69.27789829200026
275,69.27789829200026
276,-6540.96555589527
277,69.27789829200026
278,69.27789829200026
279,69.27789829200026
280,576.4500406720757
281,12.370618535386939
282,-8354.012045623404
283,92.82767498878434
284,-4713.95046721063
285,-8764.338794954008
286,-3928.7707953917716
287,92.82767498878434
