Id,Predicted
1,1261.6579192492686
2,-3834.5427868974243
3,-7454.841589274823
4,-1476.8975955456804
5,363.86239410807127
6,-77.68468536425209
7,-763.1898916276361
8,-3326.6139040751473
9,737.5796263197091
10,-979.7596446048545
11,1765.0389754459136
12,798.347177975383
13,-5214.016550072997
14,-4662.180206905149
15,-1740.6426890140842
16,-191.88458782785673
17,-1413.431714655188
18,-7140.717143192521
19,-1192.4464022909826
20,-4262.79268413218
21,964.8354281805879
22,-2029.336776345956
23,-9017.69277274742
24,-5569.870498170362
25,-245.4779930171304
26,-2239.2519849732394
27,-772.2362805596656
28,-2478.105653105174
29,-804.0217534432004
30,-2995.2316323123946
31,-17571.333358587744
32,-10456.009181448348
33,-7106.239493215325
34,-1298.7090476293624
35,351.33894672762904
36,-5879.701373964405
37,-1068.9408235292979
38,-9571.890590831865
39,4662.534708411642
40,912.997319145834
41,-3405.9450791237764
42,-10569.326889749213
43,271.35500452042936
44,-2395.3436471461036
45,-5192.597885712874
46,-1001.6338084692395
47,-17319.41500102101
48,-2142.925896541899
49,-2148.8891314521024
50,-1328.3964042665853
51,2382.584033323524
52,-5669.875991691953
53,-6729.517053110565
54,-1693.5884138349206
55,-1431.7710143915306
56,-9126.442515480663
57,33.55112940468476
58,-1205.6122467505215
59,-2248.43553141801
60,-6275.939427545886
61,-2642.463506616656
62,-18011.877848467993
63,-3386.8271923633224
64,-26.099941393695275
65,-5182.875820937413
66,-4687.558943205524
67,-3457.799716799917
68,-4161.271456889542
69,-8855.990619315904
70,-10911.129242438503
71,-4066.174262394628
72,-4397.838006976385
73,-705.8021091201874
74,-3016.4129254290788
75,181.81696809063786
76,225.22223722690396
77,-8020.896457013315
78,-1726.7841243739626
79,-3694.9554675092063
80,-4296.034800084515
81,-1341.6714570103281
82,-3499.5384807740443
83,-6461.774071055305
84,-2403.108081448567
85,-3449.2621645084755
86,-19032.42118010195
87,-2431.5954496762065
88,-1574.1145033052044
89,108.74012002700314
90,-10575.62819194998
91,-10510.645656772174
92,-15366.108190208333
93,-895.2682153297396
94,-15455.640441744974
95,-4363.623919631596
96,-1509.0432614227384
97,2535.186690014056
98,-1938.8071867163071
99,-952.4934863682917
100,-50431.61401324118
101,-6301.762973173758
102,444.6777600560848
103,-7390.351348460758
104,-2720.64136195313
105,-391.10986707541156
106,-6690.91506913631
107,-7951.931717744815
108,-11646.560460550472
109,-5158.480357771166
110,-1207.7824102961702
111,1577.363723951733
112,-4858.381555831011
113,525.8915210299355
114,6446.370498855047
115,-4178.676748647966
116,-3651.456483910279
117,1187.7009209225462
118,-16927.38898270554
119,-1319.79621719871
120,1268.3409760958766
121,-7022.434495946434
122,-8389.465069660362
123,736.0888291016119
124,-11318.476804932829
125,-3933.458228133102
126,2047.961611112803
127,-1119.6141936391325
128,-1695.9413356544514
129,1969.339829373344
130,-7583.503836753681
131,-11234.570207543667
132,-1007.3808001139953
133,-1263.1178262191552
134,535.3864964918541
135,1790.6852774708482
136,-5453.241410194512
137,2226.914935688365
138,-660.3858227748549
139,-293.5207395610382
140,-978.4868972523655
141,-2305.6414846149205
142,-1669.8723415499426
143,181.81582193400354
144,-969.2267432867491
145,-3034.6572368229495
146,-1575.9450188984733
147,-371.3569954134191
148,-1013.8798136478147
149,-1896.6090602971453
150,-8974.994788199721
151,-5764.589791527917
152,-1758.2276220434
153,-1573.9339578088834
154,-287.1088488083208
155,-440.1144743682597
156,-11496.915122669032
157,-9524.378470886091
158,-3257.4520365414696
